title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Crocodile Breeding Centre,4,4,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False,28.4532797,81.2389189
Dhaulagiri of Nepal,5,12,['Mountains'],False,False,True,False,False,False,False,False,False,28.6984636,83.4698399
Ram Sita Vivah Mandap,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True,26.7310178,85.9227559
Myanmar Golden Monastery,4.5,54,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.4760609,83.2756719
Changu Museum,4,1,['History Museums'],True,True,False,False,False,False,False,False,False,27.716441,85.4270218
Ram Mandir,4,18,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Degutalle Mandir Temple,3.5,10,"['Points of Interest & Landmarks', 'Historic Walking Areas']",True,True,True,False,False,False,False,False,False,27.7217192,85.3475327
Annapurna Temple,4,18,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7073722,85.3099148
Maru Ganesh Shrine,4,23,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.704106,85.303742
Temples of Machchhendra Nath and Min Nath,4,7,['Religious Sites'],True,True,False,False,False,False,False,False,True,28.2422692,84.0375525
Dae Sung Shakya (Korean Temple),4,45,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.5877803,83.1597289
Ratna Park,2.5,16,['Parks'],False,False,False,False,False,False,False,False,False,27.7060531,85.3126194
Vijayapur Hill,4.5,3,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,26.8248213,87.2904171
Banke National Park,4,1,['National Parks'],False,False,True,False,False,False,False,False,False,28.1605737,81.6489654
Char Narayan Temple,2.5,11,"['Historic Sites', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.6734501,85.3226794
Thahiti Chowk,3.5,18,"['Points of Interest & Landmarks', 'Monuments & Statues']",True,True,True,False,False,False,False,False,False,27.712514,85.3009479
Temple and Statue of King Narasimha,3.5,6,"['Religious Sites', 'Monuments & Statues']",True,True,False,False,False,False,False,False,True,27.7216531,85.2424638
Nara Devi Temple,4.5,11,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,27.7076795,85.3051568
Bhinchhebahal,4.5,4,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Kathmandu Contemporary Arts Centre,5,3,['Art Museums'],True,True,False,False,False,False,False,False,False,27.682902,85.3156711
Military Museum,3.5,8,"['Military Museums', 'History Museums']",True,True,False,False,False,False,False,False,False,27.7217192,85.3475327
Shanti Spa,5,15,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False,27.7191964,85.3098977
Kudan Stupa,4.5,22,"['Ancient Ruins', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.52792,83.0389595
Narasingha Mandir Temple,3,10,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False,27.8200959,84.8216338
Nagarkot View Tower,4,77,"['Points of Interest & Landmarks', 'Lookouts']",True,True,True,False,False,False,False,False,False,27.692168,85.5177437
Gokarneshwor Mahadev Temple,4.5,9,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.7392772,85.3855226
Gorakha Nath Temple Gorkha,4.5,46,['Speciality Museums'],False,False,False,False,False,False,False,False,False,27.7216531,85.2424638
Rolwaling Valley,5,5,['Valleys'],False,False,True,False,False,False,False,False,False,27.8886154,86.3307683
Makhan Tole,4,10,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7055531,85.3067216
Kakre Bihar Temple,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True,28.5644434,81.6192596
Shashwat Dham,3.5,6,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,27.677265,84.2091222
Vaisha Dev (Toothache Tree),4,28,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.6949238,85.3107681
Chilancho Bahal,4.5,16,"['Historic Sites', 'Ancient Ruins']",True,True,False,False,False,False,False,False,False,27.6769341,85.2757964
Gallery Mcube,4.77190569744597,0,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.6797733,85.3204812
Music Museum of Nepal,5,7,"['Art Museums', 'History Museums']",True,True,False,False,False,False,False,False,False,27.6929604,85.3121559
Kathmandu Fun Park,4,4,['Amusement & Theme Parks'],False,False,False,False,True,False,False,False,False,27.701377,85.3182094
Destination Agro Farm Pvt Ltd,5,4,['Farms'],False,False,False,False,False,True,False,True,False,27.6915963,85.4214531
Tharu Cultural Museum and Research Cente,4.5,2,['History Museums'],True,True,False,False,False,False,False,False,False,27.5823711,84.5055259
Bhimsen Tower,3.5,83,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7005523,85.3096982
Tridevi Temple,4,17,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.713845,85.3117253
himalayan arts gallery pltd,4.5,4,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.6942507,85.3036711
Guru Lhakhang Monastery,4,5,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7220231,85.3598993
Jyapu Museum,3,1,['History Museums'],True,True,False,False,False,False,False,False,False,27.6755993,85.3223612
Rani Pokhari (Queen's Pond),3.5,41,"['Points of Interest & Landmarks', 'Scenic Walking Areas']",True,True,True,False,False,False,False,False,False,27.6900643,85.2946255
Peace Pagoda,4.5,27,['Monuments & Statues'],True,True,False,False,False,False,False,False,True,27.4989036,83.2740834
Taleju Temple,4,94,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7049154,85.305858
Cambodia Lumbini Buddhist Temple,4,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.4777859,83.2775079
Woodcraft Gallery,5,4,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.7154575,85.3066668
Chobhar Caves,2.5,3,['Caverns & Caves'],False,False,True,False,False,False,False,False,False,27.7216531,85.2424638
Kashthamandap,4,112,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7038375,85.3036515
Macchhermo,4.5,15,['Hiking Trails'],False,False,True,True,False,False,False,False,False,27.9036261,86.7096161
Khadga Devi temple,3,10,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.9587103,84.3758414
Namkha Khyung Dzong Rigdin Choling Monastery,5,10,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7804877,85.3478869
Kali Temple,3.5,34,"['Lookouts', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Panch Pokhari,4.5,3,['Bodies of Water'],False,False,True,False,False,False,False,False,False,28.0419289,85.7155198
Root Art Gallery,5,2,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.5669857,84.63301
Minnath temple,3,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.6924175,85.2844932
Mount Manaslu,4.5,9,['Mountains'],False,False,True,False,False,False,False,False,False,28.5497091,84.5421671
Casino Mahjong,3.5,12,['Casinos'],False,False,False,False,True,False,False,False,False,27.7007362,85.288259
"The Tribhuvan, Mahendra, and Birendra Museums",3.5,24,['Speciality Museums'],False,False,False,False,False,False,False,False,False,27.7042165,85.3051159
Vatsala Durga Temple,4.5,63,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Chhairo Gompa,4.5,2,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False,28.7382583,83.6806109
Hidden Valley (Khumjung Green Valley),4.5,4,['Valleys'],False,False,True,False,False,False,False,False,False,27.7172041,84.2610913
Kashmiri Mosque,5,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7087062,85.3154641
Divine Yoga Studio,5,4,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False,27.7154838,85.3065314
Aviation Museum,3.5,3,"['Speciality Museums', ""Children's Museums""]",False,False,False,False,False,False,False,False,False,27.6937953,85.35128
Woodcraft Gallery,5,3,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.7154575,85.3066668
Manimandap Pati,2.5,4,"['Historic Sites', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.6738384,85.3224899
Martyr Memorial Park,4,1,"['Points of Interest & Landmarks', 'Parks']",True,True,True,False,False,False,False,False,False,27.7214415,85.1023489
Millionaire's Club and Casino,4,6,['Casinos'],False,False,False,False,True,False,False,False,False,27.7254385,85.3203459
Nepal Art Council Gallery,5,3,['Art Galleries'],True,True,False,False,False,False,False,False,True,27.6922589,85.3214432
Gaddhi Baithak,3,13,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,27.7039986,85.3045282
Kalinchowk Bhagwati Shrine,5,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7578061,86.0314129
Siddha Pokhari,4,61,"['Bodies of Water', 'Points of Interest & Landmarks']",False,False,True,False,False,False,False,False,False,27.6719658,85.4182473
Casino Rad,3,10,['Casinos'],False,False,False,False,True,False,False,False,False,27.7199962,85.319477
Pujari Math,4.5,65,['Architectural Buildings'],True,True,False,False,False,False,False,False,False,27.670998,85.4276286
The Thrangu Monastery,4.5,10,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Fikkal Bazar,3.5,6,"['Points of Interest & Landmarks', 'Scenic Drives']",True,True,True,False,False,False,False,False,False,26.9036069,88.0336825
Bhairavnath Temple,4,73,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7216531,85.2424638
Sundarijal Water Falls,5,7,['Waterfalls'],False,False,False,False,False,False,False,False,False,27.7216531,85.2424638
Sindhuli Gadhi,4,2,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False,27.1838995,85.3433858
Shiva Mandir Temple,3.5,11,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.7217192,85.3475327
Bagwati Mandir Temple,4.5,6,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7217192,85.3475327
Ghanta Ghar Clock Tower,3.5,11,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.707477,85.3147112
Jamchen Lhakhang Monastery,3.5,3,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7215058,85.3591918
Big Bell,3.5,9,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Mother Temple of the Graduated Path to Enlightenment,4.5,12,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.6667619,85.2410378
Rupse Falls,5,2,['Waterfalls'],False,False,False,False,False,False,False,False,False,28.5554245,83.6341506
Mrigasthali Deer Park,4,5,"['Nature & Wildlife Areas', 'Parks']",False,False,True,True,False,False,False,False,False,27.7217192,85.3475327
Universal Crafts,5,3,"['Art Galleries', 'Antique Shops']",True,True,False,False,False,False,False,False,True,27.7173331,85.3812516
Kathmandu Fun Valley,4,26,['Water Parks'],False,False,False,False,True,False,False,False,False,27.6467707,85.4648374
Mero Chitra Wears,5,3,['Factory Outlets'],False,False,False,False,False,False,False,True,False,28.2226156,83.9851983
Janakpur Dham Rail Station,3,22,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,26.6666852,85.5425035
Thorong La Pass,4.5,6,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False,28.7933761,83.9211593
Casino Everest,3.5,9,['Casinos'],False,False,False,False,True,False,False,False,False,27.7216531,85.2424638
Maju Dega Mandir Temple,3,11,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False,27.7216531,85.2424638
Gauri Gaht,4,7,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,25.8904631,78.143281
Annapurna Circuit,5,4,['Hiking Trails'],False,False,True,True,False,False,False,False,False,27.7216531,85.2424638
Khumjung Gompa,4,8,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.8305019,86.7048866
Kala Patthar,5,2,"['Mountains', 'Geologic Formations']",False,False,True,False,False,False,False,False,False,27.9833317,86.799157
Monasterio Tibetano Boudhanat,4,3,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Kalikasthan Temple,4,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Kirateshwar Mahadev,4,1,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7125183,85.3478123
Khawalung Monastery,4.5,6,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7339316,85.365787
Vishnu Mandir Temple,4,6,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
Dolma Treks,5,3,"['Historic Sites', 'Historic Walking Areas']",True,True,False,False,False,False,False,False,False,27.7217192,85.3475327
Chyasin Dega Temple,3.5,5,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7217192,85.3475327
Bhadrakali Temple,5,8,['Religious Sites'],True,True,False,False,False,False,False,False,True,27.7590964,85.3429261
The City Museum Kathmandu,4,6,['Speciality Museums'],False,False,False,False,False,False,False,False,False,27.7111324,85.3160804
Chua Viet Nam Tai Lumbini,3.5,3,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.4815207,83.2714917
Bachhareshwari　Mandir Temple,5,4,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False,27.7143866,85.2881683
Blue Moon Curio Shop,5,1,['Antique Shops'],True,True,False,False,False,False,False,False,True,27.713511,85.3078963
Gokyo Ri,5,2,['Geologic Formations'],False,False,True,False,False,False,False,False,False,27.9608205,86.6635892
Chabdi Barahi Temple,3.5,3,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False,27.959865,84.3225467
Drigung Kagyud Dharmaraja Foundation,4,2,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.5993818,83.1979344
Chinese Temple,4.5,3,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False,27.7216531,85.2424638
